Sr No,Date dd/mm/yyyy,Startup Name,Industry Vertical,Industry_type,SubVertical,CityLocation,Citycode,Investors Name,InvestmentnType,InvestmentID,Amount in USD,Remarks
49,1/8/2019,Pine Labs,Information Technology,48,Last-mile retail transaction technology,Ahmedabad,9,Pine Labs Pte Ltd,Inhouse Funding,15,38080000,nan
50,12/8/2019,Meesho,E-Commerce,49,Social Commerce,Ahmedabad,9,Naspers,Maiden Round,16,125000000,nan
51,13/08/2019,Cars24,E-Commerce,49,Car Retail,Ahmedabad,9,MS Dhoni,Mezzanine,17,11000000,nan
52,13/08/2019,Uniphore,Customer Service Platform,50,Conversational AI,Ahmedabad,9,March Capital Partners,nan,18,51000000,nan
53,23/08/2019,Zendrive,Automotive,51,Road Safety Analytics,Ahmedabad,9,XL Innovate,Pre Series A,19,37000000,nan
54,23/08/2019,Lo! Foods,Consumer Goods,52,Low carb food for Diabetics,Amritsar,10,"Rashmi Daga (founder, FreshMenu), Raveen Sastry (co-founder, Myntra) and Mitesh Shah (finance chief, BookMyShow)",Pre-series A,20,500000,nan
55,23/08/2019,Tala,FinTech,53,Digital Lending Platform,Andheri,11,RPS Ventures,pre-series A,20,110000000,nan
56,22/08/2019,INDwealth,FinTech,53,Wealth Management,Bangalore,12,Tiger Global Management,Pre-Series A,20,15000000,nan
57,21/08/2019,HungerBox,Food and Beverage,54,B2B Foodtech,Bangalore,12,One97 Communications Ltd.,pre-Series A,20,6590000,nan
58,23/08/2019,AdmitKard,EdTech,55,University Admissions,Bangalore,12,Growth DNA,pre-Series A,20,1000000,nan
59,19/08/2019,Mishry Reviews,Services,56,Product Review,Bangalore,12,Vir Sanghvi,Pre-Series A,20,Undisclosed,nan
60,19/08/2019,Grofers,E-Commerce,57,Grocery Delivery,Bangalore,12,Softbank Vision Fund,Pre-Series A,20,70000000,nan
61,27/08/2019,Rapido Bike Taxi,Transportation,58,Bike Taxi,Bangalore,12,Westbridge Capital,Pre-Series A,20,3900000000,nan
62,2/7/2019,RenewBuy,Finance,59,Auto Insurance,Bangalore,12,"Lok Capital, IIFL Wealth",Private,21,19000000,nan
63,2/7/2019,Atlan,Information Technology,60,Big Data,Bangalore,12,WaterBridge Ventures,Private Equity,22,2500000,nan
64,1/7/2019,WizCounsel,Compliance,61,Consulting,Bangalore,12,Kapil Dev,Private Equity,22,145000,nan
65,3/7/2019,Ola Cabs,Transport,62,Cabs,Bangalore,12,"DIG Investment Ab, Deshe Holdings, Samih Toukan and Hussam Khoury",Private Equity,22,1000000,nan
66,1/7/2019,Uniphore,Artificial Intelligence,63,Speech Recognition,Bangalore,12,March Capital Partners,Private Equity,22,38080000,nan
67,4/7/2019,Daalchini Technologies,Food and Beverage,64,Digital Vending Machine,Bangalore,12,Artha Venture,Private Equity,22,500000,nan
68,10/7/2019,"""BYJU\\'S""",EdTech,65,Education,Bangalore,12,Qatar Investment Authority,Private Equity,22,150000000,nan
69,11/7/2019,Moglix,E-Commerce,66,Industrial Tools and Equipments,Bangalore,12,"Composite Capital Management, Sequoia Capital India, Tiger Global Management",Private Equity,22,60000000,nan
70,10/7/2019,Ezyhaul,Tech,67,Logistics,Bangalore,12,Undisclosed,Private Equity,22,16000000,nan
71,10/7/2019,Indus OS,Tech,67,Smartphone Operating System,Bangalore,12,Ventureast,Private Equity,22,5750000,nan
72,10/7/2019,HealthAssure,Health Care,68,Primary care medical network,Bangalore,12,Blume Ventures,Private Equity,22,2500000,nan
73,9/7/2019,House of Msasaba,Luxury Label,69,Clothes and Apparel,Bangalore,12,Binny Bansal,Private Equity,22,1000000,nan
74,8/7/2019,Board Infinity,EdTech,70,Full-stack career platform,Bangalore,12,Multiple Angel Investors,Private Equity,22,319605,nan
75,5/6/2019,NoBroker,E-Commerce,71,Real Estate,Bangalore,12,General Atlantic,Private Equity,22,51000000,nan
76,4/6/2019,Bira91,Food and Beverage,72,Brewery,Bangalore,12,Anicut Capital,Private Equity,22,10000000,nan
77,3/6/2019,FabHotels,E-Commerce,73,Hospitality,Bangalore,12,"Goldman Sachs, Accel Partners and Qualcomm",Private Equity,22,4889975.54,nan
78,3/6/2019,Avail Finance,Finance,74,FinTech,Bangalore,12,Matrix Partners,Private Equity,22,9000000,nan
79,4/6/2019,BharatPe,Finance,74,FinTech,Bangalore,12,Insight Partners,Private Equity,22,75000000,nan
80,4/6/2019,Recykal,Waste Management Service,75,Optimization,Bangalore,12,"Triton Investment Advisors, Pidilite Industries director Ajay Parekh",Private Equity,22,26000000,nan
81,3/6/2019,Agara Labs,Deep-Tech,76,Artificial Intelligence,Bangalore,12,Blume Ventures and RTP Global,Private Equity,22,2500000,nan
82,6/6/2019,Sistema.bio,Agriculture,77,Hybrid Reactor Biodigestor,Bangalore,12,"Shell Foundation, DILA CAPITAL, Engie RDE Fund, EcoEnterprise Fund, EDFIMC (ElectriFI), Endeavor Catalyst Fund, CoCapital, Triodos, Alpha Mundi, and Lendahand",Private Equity,22,2739034.68,nan
83,6/6/2019,Chakr Innovation,Energy,78,Renewable Energy,Bangalore,12,IAN Fund,Private Equity,22,26000000,nan
84,6/6/2019,Pratilipi,Digital Media,79,E-Books,Bangalore,12,Qiming Venture Partners,Private Equity,22,15109500,nan
85,10/6/2019,Bolo App,Digital Media,79,Video Platform,Bangalore,12,Nexus Venture Partners,Private Equity,22,430200,nan
86,10/6/2019,OkCredit,FinTech,80,Financial Services,Bangalore,12,Tiger Global Management,Private Equity,22,15500000,nan
87,6/6/2019,Biz2Credit,FinTech,80,Online Lending Platform,Bangalore,12,WestBridge Capital,Private Equity,22,52000000,nan
88,8/6/2019,Vogo Automotive Pvt. Ltd.,Transportation,81,Dockless Scooter Rental Company,Bangalore,12,Alteria Capital,Private Equity,22,3584000,nan
89,4/6/2019,Leegality,Services,82,Digital Documentation,Bangalore,12,Mumbai Angels,Private Equity,22,3400000,nan
90,6/5/2019,Ola Electric,Transport,83,Cabs,Bangalore,12,Tata Sons,Private Equity,22,Undisclosed,nan
91,6/5/2019,Saahas Zero Waste,Waste Management Service,84,Optimization,Bangalore,12,C4D Partners,Private Equity,22,868600,nan
92,5/5/2019,StyleDotMe,E-commerce,85,Fashion and Shopping,Bangalore,12,"Indian Angel Network and other angel investors, Innov8 founder Ritesh Malik, Josh Talks founders Supriya Paul and Shobha Banga, and former Hero Corporate president Rohit Chanana",Private Equity,22,Undisclosed,nan
93,1/5/2019,BlackBuck,Transport,86,Logistics,Bangalore,12,"Goldman Sachs Investment Partners and Silicon Valley-based Accel, Wellington, Sequoia Capital, B Capital, LightStreet, Sands Capital and International Finance Corporation,",Private Equity,22,150000000,nan
94,2/5/2019,Zenoti,Saas,87,Beauty and Wellness Industry,Bangalore,12,Tiger Global Management,Private Equity,22,50000000,nan
95,28/05/2019,Ather Energy,Automobile,88,Electric Vehicle,Bangalore,12,Sachin Bansal,Private Equity,22,51000000,nan
96,28/05/2019,FreshVnF,Agtech,89,Fresh Agriculture Produces,Bangalore,12,Equanimity Ventures,Private Equity,22,140000000,nan
97,30/05/2019,GlowRoad,E-commerce,90,Retail,Bangalore,12,"Korea Investment Partners, Vertex Ventures",Private Equity,22,11500000,nan
98,31/05/2019,Bira91,Food and Beverage,91,Brewery,Bangalore,12,Sixth Sense Ventures,Private Equity,22,5600000,nan
99,16/04/2019,Kuvera,Finance,92,Wealth Management,Bangalore,12,Eight Roads,Private Equity,22,45000000,nan
100,12/4/2019,Medlife,E-commerce,93,Online Medicine,Bangalore,12,Prasid Uno Family Trust,Private Equity,22,17000000,nan
101,10/4/2019,Kabadiwala,E-commerce,93,Waste Management,Bangalore,12,"Unilever, Beehive Capital Advisor, ABCOM Investments, Parekh Marine Transport,",Private Equity,22,430665,nan
102,13/04/2019,Tripoto,Social Media,94,Travel,Bangalore,12,"Orchid India, Hornbill Orchid India Fund, Chiratae Ventures (formerly IDG Ventures), 3one4 Capital, Lasmer NV",Private Equity,22,3591375,nan
103,12/4/2019,Azah,Health and Wellness,95,Organic wellness,Bangalore,12,Unnamed angel investors,Private Equity,22,200000,nan
104,11/4/2019,Setu,Fintech,96,Banking,Bangalore,12,Lightspeed India Partners,Private Equity,22,3500000,nan
105,10/4/2019,Toppr,Edtech,97,E-learning,Bangalore,12,Milestone,Private Equity,22,6320820,nan
106,10/4/2019,Craftsvilla,E-commerce,98,Fashion and Apparel,Bangalore,12,Supera Pte Ltd,Private Equity,22,2443495,nan
107,10/4/2019,Unacademy,Edtech,99,E-learning,Bangalore,12,Kalyan Krishnamurthy,Private Equity,22,307000,nan
108,11/4/2019,CleverTap,SaaS,100,Mobile analytics and marketing,Bangalore,12,"Sequoia India, Tiger Global Management, Accel Partners",Private Equity,22,26000000,nan
109,19/04/2019,My Healthcare,E-commerce,101,Software Solutions,Bangalore,12,Sixth Sense Ventures,Private Equity,22,3000000,nan
110,19/04/2019,KrazyBee,E-commerce,101,Lending Platform,Bangalore,12,"BAC Acquisitions, Unifi AIF, BRD Securities, Northern R Capital",Private Equity,22,14342000,nan
111,17/04/2019,Shuttl,Transportation,102,Bus Aggregation,Bangalore,12,New Atlantic Ventures,Private Equity,22,5000000,nan
112,17/04/2019,Increff,Technology,103,Supply-chain technology solutions,Bangalore,12,"021 Capita, Binny Bansal",Private Equity,22,3000000,nan
113,1/2/2019,FleetX,AI,104,Logistics,Bangalore,12,India Quotient and LetsVenture\\xe2\\x80\\x99s Angel Fund,Private Equity,22,Undisclosed,nan
114,8/2/2019,Zilingo,Ecommerce,105,Fashion & Apparel,Bangalore,12,"Sequoia Capital and Temasek Holdings, EDBI, Burda Principal Investments, and Sofina",Private Equity,22,226000000,nan
115,13/02/2019,NanoClean Global,Nanotechnology,106,Anti-Pollution,Bangalore,12,"LetsVenture, PitchRight Venture, 91SpringBoard, AL Nour International Holdings and Mark V Investments",Private Equity,22,600000,nan
116,14/02/2018,OyoRooms,Hospitality,107,Budget Rooms,Bangalore,12,DiDi Chuxing,Private Equity,22,100000000,nan
117,3/1/2019,CarDekho,Automobile,108,Online Marketplace,Bangalore,12,"Sequoia India, Hillhouse Capital, Alphabet\\xe2\\x80\\x99s growth investment arm Capital G and Axis Bank",Private Equity,22,110000000,nan
118,4/1/2019,Vyome Therapeutics Inc.,Health and Wellness,109,Specialty pharmaceutical,Bangalore,12,"Iron Pillar, Perceptive Advisors, Romulus Capital and Kalaari Capital",Private Equity,22,22000000,nan
119,4/1/2019,Samunnati Financial Intermediation & Services Pvt. Ltd,Finance,110,Non-banking financial company,Bangalore,12,"MASSIF, a Dutch government fund",Private Equity,22,5000000,nan
120,4/12/2018,Manch,Social Media,111,Hyperlocal Content,Bangalore,12,Stellaris Venture Partners,Private Equity,22,700000,nan
121,1/12/2018,UrbanClap Technologies Pvt. Ltd,Services Platform,112,Home services marketplace,Bangalore,12,Steadview Capital and Vy Capital.,Private Equity,22,50000000,nan
122,2/12/2018,Guiddoo,Travel Tech,113,Platform for travel agents,Bangalore,12,Individual Investors,Private Equity,22,800000,nan
123,2/12/2018,Career Anna,Online Education,114,"Video-based certification, trainings",Bangalore,12,Individual Investors,Private Equity,22,572000,nan
124,4/12/2018,Nagpur Wholesale,Online Marketplace,115,eCommerce,Bangalore,12,Omphalos Ventures India LLP,Private Equity,22,143000,nan
125,6/12/2018,ShopKirana,B2B,116,eCommerce,Bangalore,12,"Info Edge, AET Fund, Akatsuki and Incubate Fund from Japan and Better Capital AngelList syndicate.",Private Equity,22,2000000,nan
126,6/12/2018,BuildSupply,"SaaS, Ecommerce",117,"Real Estate, ERP",Bangalore,12,"Venture Highway, GREE Ventures, Space Matrix, Individual Investors",Private Equity,22,3500000,nan
127,1/11/2018,GoDesi,Food and Beverage,118,Regional Flavours,Bangalore,12,Lead Angels Network,Private Equity,22,138995,nan
128,3/11/2018,Veritas Finance Ltd.,NBFC,119,MSME Finance,Bangalore,12,"Norwest Venture Partners, CDC Group, the UK\\xe2\\x80\\x99s Development Finance Institution and P Surendra Pai",Private Equity,22,27799000,nan
129,6/11/2018,Meesho,Ecommerce,120,Social Commerce,Bangalore,12,"Shunwei Capital, DST Partners and RPS Ventures",Private Equity,22,50000000,nan
130,8/11/2018,Mobile Premier League,Gaming,121,Mobile e-Sports,Bangalore,12,Undisclosed,Private Equity,22,500000,nan
131,8/11/2018,A&R Bon Vivants,Food,122,Meat Retail Chain,Bangalore,12,"RB Investments, Singapore",Private Equity,22,1000000,nan
132,12/11/2018,Blackbuck,Food Tech,123,POS For Online Ordering,Bangalore,12,Tiger Global,Private Equity,22,1000000,nan
133,12/11/2018,MilkBAsket,Food,124,Micro-delivery grocery service,Bangalore,12,Mayfield Fund,Private Equity,22,1300000,nan
134,13/11/2018,DriveU,Transport,125,On-Demand Drivers,Bangalore,12,Stevens Creek Ventures,Private Equity,22,1000000,nan
135,14/11/2018,CleanseCar,Services,126,Car Wash,Bangalore,12,Venture Catalysts,Private Equity,22,500000,nan
136,19/11/2018,Automation Anywhere,Automation,127,Robotics,Bangalore,12,SoftBank Vision Fund,Private Equity,22,300000000,nan
137,20/11/2018,HealthifyMe,Health and Wellness,128,Wellness Coach,Bangalore,12,"Sistema Asia Fund, VC Samsung NEXT, Chiratae Ventures, Inventus Capital, Blume Ventures and Innoven Capital.",Private Equity,22,6000000,nan
138,21/11/2018,Genius Corner,Education,129,Personalized Learning,Bangalore,12,Individual investors,Private Equity,22,278000,nan
139,22/11/2018,Aavishkaar-Intellecap Group,Investment,130,SME Funding,Bangalore,12,Teachers Insurance and Annuity Association (TIAA),Private Equity,22,31000000,nan
140,22/11/2018,Skillbox,Social Network,131,Art,Bangalore,12,Individual investors,Private Equity,22,Undisclosed,nan
141,23/11/2018,Signzy,Financial Tech,132,Digital Onboarding Solution,Bangalore,12,"Stellaris Venture Partners and Kalaari Capital, Rajan Anandan from Google, Dilip Khandwelwal from SAP Labs India, and Amrish Rau from PayU India",Private Equity,22,3400000,nan
142,24/11/2018,Engineer.ai,Software,133,AI Platform,Bangalore,12,"Lakestar and Jungle Ventures, Softbank\\xe2\\x80\\x99s DeepCore.",Private Equity,22,29500000,nan
143,25/11/2018,InCred Finance,Finance,134,SME Lending,Bangalore,12,"Paragon Partners, Individual Investors",Private Equity,22,42000000,nan
144,25/11/2018,Roposo,Social Media,135,Video Sharing,Bangalore,12,Bertelsmann India Investments,Private Equity,22,1700000,nan
145,1/10/2018,Northmist,Fashion,136,Mens Wear,Bangalore,12,Prashant Jaiswal,Private Equity,22,N/A,nan
146,2/10/2018,Origo Commodities India Pvt. Ltd,Logistics,137,Supply Chain,Bangalore,12,"Cooperative Oikocredit, Caspian and Hivos-Triodos Fund",Private Equity,22,11000000,nan
147,4/10/2018,Grover Zampa,Food,138,Wine,Bangalore,12,Ravi Viswanathan,Private Equity,22,8200000,nan
148,5/10/2018,Droom,Automobile,139,New and Used Cars Platform,Bangalore,12,ZigExN,Private Equity,22,3000000,nan
149,11/10/2018,Innov8,Real Estate,140,Co-Working,Bangalore,12,Credence Family Office,Private Equity,22,4000000,nan
150,12/10/2018,Blackbuck,Logistics Tech,141,Largest Trucking Platform,Bangalore,12,Sequoia Capital India,Private Equity,22,14680000,nan
151,12/10/2018,LetsTransport,Logistics Tech,141,Book Trucks Online,Bangalore,12,Fosun International,Private Equity,22,12000000,nan
152,1/9/2018,Netmeds,Consumer Internet,142,Online Pharmacy Chain,Bangalore,12,"Sistema Asia Fund, Sistema JSFC and Tanncam Investment",Private Equity,22,35000000,nan
153,3/9/2018,Udaan,B2B Platform,143,Logistics and Shipping,Bangalore,12,DST Global and Lightspeed Venture Partners\\xe2\\x80\\x99 global fund.,Private Equity,22,225000000,nan
154,3/9/2018,Daily hunt,Consumer Internet,144,News and ebooks Mobile App\\xc2\\xa0,Bangalore,12,Falcon Edge,Private Equity,22,6390000,nan
155,4/9/2018,3HCare,Healthcare,145,Healthcare Service Provider,Bangalore,12,N/A,Private Equity,22,1000000,nan
156,4/9/2018,HappyGoEasy,Consumer Internet,146,Online Travel Agecy,Bangalore,12,"Korea Investment Partners (KIP), Samsung and China-based CITIC Capital and others",Private Equity,22,N/A,nan
157,5/9/2018,Nykaa,Consumer Internet,146,Online Marketplace For Multi-brand Beauty Cosmetic and Wellness Products,Bangalore,12,Lighthouse,Private Equity,22,157200000,nan
158,5/9/2018,Mad Street Den,Technology,147,Computer Vision And Artificial Intelligence (Ai) Platform,Bangalore,12,KDDI\\xc2\\xa0,Private Equity,22,N/A,nan
159,6/9/2018,Dream11,Consumer Internet,148,Online Gaming Platform,Bangalore,12,"Tencent, Kalaari Capital and Private equity firm Multiples Alternate Asset Management",Private Equity,22,100000000,nan
160,10/9/2018,MamaEarth,Healthcare,149,Online Marketplace For Mother and Babycare Products,Bangalore,12,Stellaris Ventures & Others,Private Equity,22,4000000,nan
161,11/9/2018,AutoGrid,Technology,150,AI-Based Energy Optimisation and Control Provider,Bangalore,12,"CLP Holdings Group, Innogy, \\xc3\\x98rstead, and Tenaska",Private Equity,22,32000000,nan
162,11/9/2018,Pharmeasy,Consumer Internet,151,Online Marketplace For Pharmaceutical Products,Bangalore,12,InnoVen Capital,Private Equity,22,5500000,nan
163,11/9/2018,Upwards,Fin-Tech,152,Online Micro Lending Marketplace,Bangalore,12,"Shunwei Capital,Quotient, Mayfield & Others",Private Equity,22,5000000,nan
164,12/9/2018,Kissht,Fin-Tech,152,Online lending Platform,Bangalore,12,"Vertex Ventures Southeast Asia (SEA) and India and Sistema Asia Fund, Fosun RZ Capital, Ventureast, and Endiya Partners.\\n\\n",Private Equity,22,30000000,nan
165,1/8/2018,dishq,Food-Tech,153,Personalisation Technology Firm Focusing On The Food And Beverage Industry,Bangalore,12,"Farm To Fork, Arts Alliance, The Syndicate Fund, Sven Hensen, Zeroth and Artesian Venture Partners",Private Equity,22,400000,nan
166,1/8/2018,HealthFin,Finance,154,Patient Financing Platform,Bangalore,12,"Axilor, Sprout Venture Partners and others",Private Equity,22,N/A,nan
167,2/8/2018,Samosa Labs,Consumer Internet,155,Social Media and Chat Entertainment Platform,Bangalore,12,Xiaomi and Sequoia Capital India,Private Equity,22,7000000,nan
168,3/8/2018,ZiffyHomes,Consumer Internet,155,Online Home Rental Marketplace,Bangalore,12,Y Combinator,Private Equity,22,120000,nan
169,7/8/2018,My OmNamo,Consumer Internet,155,Holy Platform Offering Customised Puja Packages To Individuals and Corporates,Bangalore,12,N/A,Private Equity,22,1000000,nan
170,7/8/2018,ShopX,Consumer Internet,155,Assisted E-commerce Platform,Bangalore,12,Fung Strategic Holdings,Private Equity,22,35000000,nan
171,7/8/2018,MakeMyTrip,Consumer Internet,155,Online Travel Aggregator,Bangalore,12,MakeMyTrip Limited,Private Equity,22,10000000,nan
172,8/8/2018,Hansel io,Consumer Internet,155,Real-time Mobile App Management,Bangalore,12,Vertex Ventures,Private Equity,22,4000000,nan
173,8/8/2018,Metro Bikes,Consumer Internet,155,Online Bike Rental Marketplace,Bangalore,12,"Sequoia Capital India Advisors, Accel Partners and G Raghunandan",Private Equity,22,12200000,nan
174,8/8/2018,Phone Pe,Consumer Internet,155,UPI Payments App,Bangalore,12,Flipkart,Private Equity,22,66000000,nan
175,9/8/2018,quizizz,Ed-Tech,156,e-learning Platform,Bangalore,12,"Nexus Venture Partners, Prime Venture Partners and Others",Private Equity,22,3000000,nan
176,9/8/2018,Happy EMI,Fin-Tech,157,Consumer Financing Platform,Bangalore,12,AJ Ventures and Jain International Trade Organisation (JITO),Private Equity,22,1000000,nan
177,13/08/2018,Inthree,Consumer Internet,158,Rural E-commerce Platform,Bangalore,12,"Ventureast, Orios Venture Partners and the IAN Fund",Private Equity,22,4000000,nan
178,13/08/2018,Observe AI,Technology,159,AI Based Solutions Platform,Bangalore,12,"Nexus Venture Partners, MGV, Liquid 2 Ventures, Hack VC, Emergent Ventures and Y Combinator",Private Equity,22,8000000,nan
